Date,Open,High,Low,Close,Adj Close,Volume
2024-04-01,151.8300018310547,157.0,151.64999389648438,156.5,156.11660766601562,24469800
2024-04-02,154.75,155.99000549316406,153.4600067138672,155.8699951171875,155.48814392089844,17598100
2024-04-03,154.9199981689453,156.5500030517578,154.1320037841797,156.3699951171875,155.98692321777344,17266200
2024-04-04,155.0800018310547,156.17999267578125,151.8800048828125,151.94000244140625,151.56777954101562,24184800
2024-04-05,151.67999267578125,154.83999633789062,151.08099365234375,153.94000244140625,153.56288146972656,16289800
2024-04-08,154.01499938964844,156.65499877929688,153.99000549316406,156.13999938964844,155.7574920654297,16641500
2024-04-09,157.35000610351562,159.88999938964844,156.63999938964844,158.13999938964844,157.75259399414062,21538100
2024-04-10,157.8800048828125,158.16000366210938,156.1999969482422,157.66000366210938,157.27377319335938,16339200
2024-04-11,158.33999633789062,161.1199951171875,157.92999267578125,160.7899932861328,160.39608764648438,17841700
2024-04-12,159.40499877929688,161.6999969482422,158.60000610351562,159.19000244140625,158.80001831054688,16968200
2024-04-15,160.27999877929688,160.8300018310547,156.14999389648438,156.3300018310547,155.94703674316406,21140900
2024-04-16,155.63999938964844,157.22999572753906,155.0500030517578,156.0,155.61782836914062,15413200
2024-04-17,157.19000244140625,158.68099975585938,156.13499450683594,156.8800048828125,156.4956817626953,16237800
2024-04-18,156.9250030517578,158.48500061035156,156.2100067138672,157.4600067138672,157.07424926757812,14016100
2024-04-19,157.75,157.99000549316406,153.91000366210938,155.72000122070312,155.33851623535156,20063900
2024-04-22,156.00999450683594,159.18499755859375,155.66000366210938,157.9499969482422,157.56304931640625,17243900
2024-04-23,158.58999633789062,160.47999572753906,157.96499633789062,159.9199981689453,159.52822875976562,16115400
2024-04-24,159.08999633789062,161.38999938964844,158.82000732421875,161.10000610351562,160.70533752441406,19485700
2024-04-25,153.36000061035156,158.27999877929688,152.76800537109375,157.9499969482422,157.56304931640625,36197800
2024-04-26,175.99000549316406,176.4199981689453,171.39999389648438,173.69000244140625,173.26449584960938,56500800
